"country","dest","mean","sd"
"LU","Sludge amended soil",4.64848896075484e-05,3.0082429422977e-05
"LU","Sludge amended soil (MP)",5.59991750362622e-05,1.56481151512869e-05
"LV","Incineration",0.150721083934725,0.0280389865415614
"LV","Landfill",0.322413672090396,0.0379903455985087
"LV","Release",0.00220366169059232,0.000414390979287271
"LV","Sludge amended soil",0.000109185252983441,7.39530392034435e-05
"LV","Sludge amended soil (MP)",0.000232604380832784,5.70219175712131e-05
"MT","Incineration",0.139756786285756,0.0278908369581064
"MT","Landfill",0.325859039598327,0.0390347310656385
"MT","Release",0.00122290323869071,0.00025359299736819
"MT","Sludge amended soil",0,0
"MT","Sludge amended soil (MP)",0,0
"NL","Incineration",0.293171388000562,0.024794769615097
"NL","Landfill",1.53050475403415e-05,4.34927383599425e-06
"NL","Release",0.00118413709580565,0.000265493984596538
"NL","Sludge amended soil",0,0
"NL","Sludge amended soil (MP)",0,0
"NO","Incineration",0.453303916848037,0.0418309016538604
"NO","Landfill",0.0128368772082612,0.00165712152124827
"NO","Release",0.00197379956545269,0.000337885760119098
"NO","Sludge amended soil",6.24385652904481e-05,4.15349113503488e-05
"NO","Sludge amended soil (MP)",0.000230275947075306,5.9533307566878e-05
"PL","Incineration",0.25587179814339,0.0267318629824383
"PL","Landfill",0.212487030750425,0.023806081521245
"PL","Release",0.003842588418863,0.001099510316887
"PL","Sludge amended soil",0.000108306086367461,6.36633272045219e-05
"PL","Sludge amended soil (MP)",0.000128273639959353,3.9062718929171e-05
"PT","Incineration",0.26198892677052,0.0259433929604123
"PT","Landfill",0.161080341348849,0.019420276453747
"PT","Release",0.00286071858696642,0.00076718280709604
"PT","Sludge amended soil",0.000140971810160033,7.58340287878691e-05
"PT","Sludge amended soil (MP)",0.000273749582080215,6.05915797116321e-05
"RO","Incineration",0.16480269751526,0.0278568358478163
"RO","Landfill",0.303719554909137,0.0346634187785223
"RO","Release",0.00477203420287729,0.00126311679177177
"RO","Sludge amended soil",0.000106377043129104,5.04582931556856e-05
"RO","Sludge amended soil (MP)",7.66210491884534e-05,2.21303580731488e-05
"SE","Incineration",0.313460803581357,0.0263641221115526
"SE","Landfill",0.00394668872176586,0.000490152277551585
"SE","Release",0.000985976578081977,0.000152563544329444
"SE","Sludge amended soil",7.84184102064132e-05,5.38275690119866e-05
"SE","Sludge amended soil (MP)",0.00017269684999177,4.04395110450453e-05
"SI","Incineration",0.274423521421655,0.0314367157311964
"SI","Landfill",0.185818919500289,0.0238382101670165
"SI","Release",0.00147478731697698,0.000334040579507664
"SI","Sludge amended soil",0,0
"SI","Sludge amended soil (MP)",0,0
"SK","Incineration",0.126464169736333,0.0170084872958041
"SK","Landfill",0.133290034971563,0.0168181491403915
"SK","Release",0.00265752716052255,0.000730261568706794
"SK","Sludge amended soil",0,0
"SK","Sludge amended soil (MP)",0,0
"UK","Incineration",0.362808097418924,0.0329484802622444
"UK","Landfill",0.111151216143217,0.01420843493584
