"mat","dest","mean","sd"
"LDPE","Soil",25.8689736894168,11.5278608165536
"LDPE","Soil (MP)",38.2895288401344,18.0585489142826
"LDPE","Fresh water",0.776708294227044,0.653512875186166
"LDPE","Fresh water (MP)",0.228461180739214,0.165103935134043
"LDPE","Subsurface soil (MP)",0.555179591243292,0.412174775179866
"LDPE","Coastal and ocean water",5.14126842200953,2.7429770199637
"LDPE","Coastal and ocean water (MP)",0.878966510775812,0.248307133087616
"HDPE","Soil",43.5141249529431,24.5940706830514
"HDPE","Soil (MP)",13.0837036256825,3.83350788542828
"HDPE","Fresh water",1.03365634224937,0.74902603845294
"HDPE","Fresh water (MP)",0.845663921774245,0.474415002711961
"HDPE","Subsurface soil (MP)",1.64679975986867,1.11342467732012
"HDPE","Coastal and ocean water",5.1763351596368,2.73132696975961
"HDPE","Coastal and ocean water (MP)",1.04995982020179,0.408350201208362
"PP","Soil",60.2002877091512,26.2571151525481
"PP","Soil (MP)",43.649354318016,11.7254190763507
"PP","Fresh water",1.25641655929296,0.94840905411343
"PP","Fresh water (MP)",3.17866836023403,2.05880208941392
"PP","Subsurface soil (MP)",7.76271830753363,4.88208362833674
"PP","Coastal and ocean water",1.06295393427922,0.25706806240561
"PP","Coastal and ocean water (MP)",1.53118784325549,1.52016891429465
"PS","Soil",7.37218072452196,3.95977143398184
"PS","Soil (MP)",5.47621695457307,1.93609134476003
"PS","Fresh water",0.235544009256492,0.199102166956292
"PS","Fresh water (MP)",0.230925839179934,0.105851905410423
"PS","Subsurface soil (MP)",0.251748450519026,0.188878965634662
"PS","Coastal and ocean water",0.0398247378298767,0.0285794287550963
"PS","Coastal and ocean water (MP)",0.0685017028536232,0.0747584055944487
"EPS","Soil",23.6423342350764,21.3938532637243
"EPS","Soil (MP)",1.09287256703927,0.411960279254973
"EPS","Fresh water",0.130036248084445,0.0882818021833272
"EPS","Fresh water (MP)",0.0687563810523109,0.0482758142489253
"EPS","Subsurface soil (MP)",0.00145674019785438,0.00164441860851817
"EPS","Coastal and ocean water",0.116319848797172,0.104233972452808
"EPS","Coastal and ocean water (MP)",0.0932845256617884,0.0734609212564003
"PVC","Soil",48.134624275059,41.2115849834589
"PVC","Soil (MP)",11.5887508467645,3.08790763064064
"PVC","Fresh water",0.089292996198665,0.086739066630558
"PVC","Fresh water (MP)",1.7341571506207,0.836594165462371
"PVC","Subsurface soil (MP)",2.05643512024822,1.46053387445251
"PVC","Coastal and ocean water",0.0190241815226673,0.014031167479749
"PVC","Coastal and ocean water (MP)",0.717534637345263,0.614038158247878
"PET","Soil",80.8358365514399,55.4713618341286
"PET","Soil (MP)",19.2663722616265,7.0845229791183
"PET","Fresh water",2.25258575317602,2.1849256922091
"PET","Fresh water (MP)",2.10717355036484,1.35281556846868
"PET","Subsurface soil (MP)",4.12869873456043,2.51389719371198
"PET","Coastal and ocean water",0.386149700101979,0.340919307066103
"PET","Coastal and ocean water (MP)",1.43093386251622,1.47663281106123
