"country","dest","mean","sd"
"EU","Incineration",27338.3318397291,1041.34710485716
"EU","Landfill",9732.61320812007,442.19337559241
"EU","Release",216.599245685999,17.4228658277762
"EU","Sludge amended soil",7.03156451784442,1.52568520731388
"EU","Sludge amended soil (MP)",15.3088359821005,1.35425035631222
