"country","dest","mean","sd"
"MT","Fresh water (MP)",0.000485969290477705,0.000182385267543315
"MT","Soil",0.0545455892326342,0.0147382055884172
"MT","Soil (MP)",0.013551727521918,0.00440911157659348
"MT","Subsurface soil (MP)",0.00131474846949332,0.000613258396399671
"NL","Coastal and ocean water",0.0899162692215154,0.028662723674441
"NL","Coastal and ocean water (MP)",0.030010943512993,0.00918318895489514
"NL","Fresh water",0.0481273995725893,0.0180639390624651
"NL","Fresh water (MP)",0.0766405160036228,0.0231344665274773
"NL","Soil",3.90346762043527,1.21479724494332
"NL","Soil (MP)",1.09852567994673,0.229533363394266
"NL","Subsurface soil (MP)",0.145243979718513,0.0539315742617807
"NO","Coastal and ocean water",0.71445719828951,0.248280966925159
"NO","Coastal and ocean water (MP)",0.202961537065237,0.0454187913192824
"NO","Fresh water",0.00273820827294327,0.00125222534813561
"NO","Fresh water (MP)",0.0102264785345737,0.00443094720022485
"NO","Soil",0.79201819620911,0.212522002070834
"NO","Soil (MP)",0.437495829280974,0.0932696433010333
"NO","Subsurface soil (MP)",0.0660333076411639,0.0252332783006405
"PL","Coastal and ocean water",0.0564751386101005,0.0173906464641367
"PL","Coastal and ocean water (MP)",0.0116225280238693,0.0023875988798803
"PL","Fresh water",0.119395290687055,0.0383500711166367
"PL","Fresh water (MP)",0.0664033222720452,0.0268090980242016
"PL","Soil",16.8736606848134,5.62659007398057
"PL","Soil (MP)",1.63405829075619,0.396058458584596
"PL","Subsurface soil (MP)",0.193860596256467,0.080357214202198
"PT","Coastal and ocean water",0.0591852699303947,0.0160862069547128
"PT","Coastal and ocean water (MP)",0.033228123706463,0.0153575131074655
"PT","Fresh water",0.0926715685336702,0.0369656479039692
"PT","Fresh water (MP)",0.0310178622903856,0.0089148574524674
"PT","Soil",4.91409650932685,1.59816598647811
"PT","Soil (MP)",0.579516906589507,0.140345432323482
"PT","Subsurface soil (MP)",0.113569429137614,0.0382035168321741
"RO","Coastal and ocean water",0.00294219478417831,0.000739229994767235
"RO","Coastal and ocean water (MP)",0.00733421042218556,0.00711058654343101
"RO","Fresh water",0.035786503054293,0.0111565561757279
"RO","Fresh water (MP)",0.0269098168112892,0.0117876403200716
"RO","Soil",9.28868401762821,2.76900981658775
"RO","Soil (MP)",0.63949071987934,0.165812363781791
"RO","Subsurface soil (MP)",0.178317138285528,0.0661760075010336
"SE","Coastal and ocean water",0.0670652339203302,0.0183844213314181
"SE","Coastal and ocean water (MP)",0.0335044433040556,0.00875143947603172
