"mat","dest","mean","sd"
"LDPE","Soil",45.0202791817559,25.4874271169614
"LDPE","Soil (MP)",15.871020179419,7.69399583732562
"LDPE","Fresh water",0.3588808413428,0.366625300706364
"LDPE","Fresh water (MP)",0.00475947320607951,0.00148422902769248
"LDPE","Subsurface soil (MP)",0.00469784890600368,0.00223603029454962
"LDPE","Coastal and ocean water",4.03018450139249,2.88917387558431
"LDPE","Coastal and ocean water (MP)",0.15103688584441,0.0408250605878404
"HDPE","Soil",101.615903369602,77.0668135600877
"HDPE","Soil (MP)",0.944675401894755,0.48130169124742
"HDPE","Fresh water",0.513471751314652,0.400920657210471
"HDPE","Fresh water (MP)",0.023213359898624,0.011481094531224
"HDPE","Subsurface soil (MP)",0.0948373828018969,0.0522777916402347
"HDPE","Coastal and ocean water",4.08344115277103,2.76728292527149
"HDPE","Coastal and ocean water (MP)",0.202847653213802,0.0669266957782705
"PP","Soil",87.9095534808261,44.9444946514174
"PP","Soil (MP)",3.90765767153829,2.17746947801963
"PP","Fresh water",0.5088859796423,0.359953344325466
"PP","Fresh water (MP)",0.0981918044306917,0.0534250489670742
"PP","Subsurface soil (MP)",0.672260833368183,0.432243325322478
"PP","Coastal and ocean water",3.36873709271192,2.37979435595141
"PP","Coastal and ocean water (MP)",0.445292708943275,0.318095517622836
"PS","Soil",6.28993816964212,3.59051089408608
"PS","Soil (MP)",0.238199363452973,0.154956011840939
"PS","Fresh water",0.0927389738197231,0.0941073189817513
"PS","Fresh water (MP)",0.00297594200638254,0.00189915507616504
"PS","Subsurface soil (MP)",0.00351520570687674,0.00349206400775426
"PS","Coastal and ocean water",0.848665146143571,0.703853926285963
"PS","Coastal and ocean water (MP)",0.0382735720334125,0.0404379907875183
"EPS","Soil",90.2968449561396,80.4905930844446
"EPS","Soil (MP)",0.36605567377654,0.172371114004109
"EPS","Fresh water",0.101716901965775,0.0750679476534118
"EPS","Fresh water (MP)",0.00486158519658317,0.00340253193840443
"EPS","Subsurface soil (MP)",0.000605954845292735,0.000669545809332677
"EPS","Coastal and ocean water",2.20487094846244,1.82790496912646
"EPS","Coastal and ocean water (MP)",0.112642492361467,0.0722755993868815
"PVC","Soil",170.169895744772,154.375495926084
"PVC","Soil (MP)",2.26500440086566,0.917864545145545
"PVC","Fresh water",0.0179448187112465,0.0188151397515214
"PVC","Fresh water (MP)",0.081842646937499,0.0462527195108678
"PVC","Subsurface soil (MP)",0.121391914993386,0.0940438440571066
"PVC","Coastal and ocean water",0.168768626495179,0.14220162331362
"PVC","Coastal and ocean water (MP)",0.803683761530932,0.474963691755635
"PET","Soil",89.5791257707197,56.3544570945068
"PET","Soil (MP)",3.31443880310887,2.19113904947372
"PET","Fresh water",0.665952071518941,0.552682656251235
"PET","Fresh water (MP)",0.404536078781298,0.227267449395341
"PET","Subsurface soil (MP)",1.78801537262238,1.08945089336303
"PET","Coastal and ocean water",4.82306323172531,4.09086648796193
"PET","Coastal and ocean water (MP)",1.44358900142738,1.31230470510128
