"mat","dest","mean","sd"
"LDPE","Soil",21.7483230461336,10.7579808051943
"LDPE","Soil (MP)",22.3930121980457,9.70975225744195
"LDPE","Fresh water",1.03653165103975,0.888833687200437
"LDPE","Fresh water (MP)",0.08906568440385,0.0604035950306914
"LDPE","Subsurface soil (MP)",0.392806778400238,0.284455727034936
"LDPE","Coastal and ocean water",2.12133305246289,1.1158424925241
"LDPE","Coastal and ocean water (MP)",0.444466851973138,0.133359149828794
"HDPE","Soil",40.7160238706169,26.7233567878303
"HDPE","Soil (MP)",3.27549476661483,0.881703039777885
"HDPE","Fresh water",1.11990627563055,0.907624258654753
"HDPE","Fresh water (MP)",0.124545051722106,0.135146839536054
"HDPE","Subsurface soil (MP)",1.14072207690644,0.762946944955088
"HDPE","Coastal and ocean water",2.28910813695787,1.12533305501478
"HDPE","Coastal and ocean water (MP)",0.647023689229007,0.275828131581005
"PP","Soil",48.4958015865364,22.4870827942327
"PP","Soil (MP)",11.7805375110806,3.70404172304974
"PP","Fresh water",1.25855597776462,0.988979762316576
"PP","Fresh water (MP)",0.389984102132728,0.601656568558242
"PP","Subsurface soil (MP)",5.03701793284369,3.18577669976157
"PP","Coastal and ocean water",0.626939859560421,0.196072034524937
"PP","Coastal and ocean water (MP)",1.5300234046782,1.13878164592534
"PS","Soil",5.04654541043544,2.77836277006018
"PS","Soil (MP)",0.815220921012677,0.244977285889786
"PS","Fresh water",0.293133790966734,0.238870498179434
"PS","Fresh water (MP)",0.0237665052963831,0.0238808549231163
"PS","Subsurface soil (MP)",0.183438917057136,0.130417507082578
"PS","Coastal and ocean water",0.0276704958504428,0.0193262790913641
"PS","Coastal and ocean water (MP)",0.060925754187507,0.0465152484452451
"EPS","Soil",29.3600320299121,26.6504322358075
"EPS","Soil (MP)",0.586153377065159,0.238048572493272
"EPS","Fresh water",0.0997175391023942,0.0798501320208276
"EPS","Fresh water (MP)",0.00627399557085946,0.00390389135111136
"EPS","Subsurface soil (MP)",0.000859125679808051,0.000936345572064946
"EPS","Coastal and ocean water",0.0753657027277557,0.0653983314686329
"EPS","Coastal and ocean water (MP)",0.0232606630567884,0.0186902974495775
"PVC","Soil",57.5428789154976,51.5431699686704
"PVC","Soil (MP)",5.68123390787012,1.58850597842544
"PVC","Fresh water",0.0887203839447241,0.0814061731243863
"PVC","Fresh water (MP)",0.536721218155912,0.311646647688198
"PVC","Subsurface soil (MP)",1.43697024727751,0.976124718904788
"PVC","Coastal and ocean water",0.0117982922835693,0.00827475899747104
"PVC","Coastal and ocean water (MP)",0.527534365135401,0.375598189758925
"PET","Soil",63.489670274586,41.3784817234362
"PET","Soil (MP)",7.16862526327533,3.64934591094687
"PET","Fresh water",2.20314226606742,2.01356237894431
"PET","Fresh water (MP)",0.233251055490469,0.264795401193516
"PET","Subsurface soil (MP)",2.3349371823919,1.38450141014337
"PET","Coastal and ocean water",0.390462301273061,0.251368298336721
"PET","Coastal and ocean water (MP)",0.829384857705083,0.576906340001769
