Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Fishing gear to Fresh water (MP),0.000979$\pm$0.00036,0.000984$\pm$0.00037,0.000431$\pm$0.00016,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.00239$\pm$0.00054,0.00196$\pm$0.00052,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,25.2$\pm$14,25.3$\pm$14,4.37$\pm$1.1,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,54.8$\pm$20,50.5$\pm$20,0$\pm$0,4,4,2,0,0,0,0,4,4,0
Fishing gear to Coastal and ocean water (MP),3.93$\pm$1.1,3.95$\pm$1.1,1.74$\pm$0.48,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,9.62$\pm$1.6,7.88$\pm$1.5,0$\pm$0,2,2,2,0,0,0,0,2,2,0
Waste collection and recycling to Storm water and wastewater (MP),23.3$\pm$10,60.1$\pm$26,237$\pm$110,10.4$\pm$4.7,0.0676$\pm$0.032,73$\pm$33,2.78$\pm$1.3,406$\pm$110,83.3$\pm$28,0.0104$\pm$0.0047,4,4,6,4,1,4,2,6,4,4
Waste collection and recycling to Litter,169$\pm$92,472$\pm$360,254$\pm$170,0$\pm$0,513$\pm$390,961$\pm$740,59.6$\pm$46,2430$\pm$940,641$\pm$370,0.513$\pm$0.39,6,6,6,0,6,6,4,8,6,6
Waste collection and recycling to Soil (MP),2$\pm$1,5.2$\pm$2.6,19.9$\pm$10,1.3$\pm$0.68,0.138$\pm$0.13,5.12$\pm$3.1,1.62$\pm$0.78,35.1$\pm$11,7$\pm$2.8,0.00144$\pm$0.00069,2,2,4,2,1,2,2,4,2,2
Waste collection and recycling to Soil,6.89$\pm$3.4,7.86$\pm$4.1,12.6$\pm$6.1,3.53$\pm$1.8,0.677$\pm$0.34,2.81$\pm$1.5,10.2$\pm$4.7,44.6$\pm$9.6,14.7$\pm$5.3,0.00421$\pm$0.0019,2,2,4,2,1,2,4,4,4,2
Waste collection and recycling to Air (MP),1.43$\pm$0.95,3.62$\pm$2.4,14.8$\pm$9.8,0.651$\pm$0.43,0$\pm$0,4.63$\pm$3.1,0.000574$\pm$0.00038,25.1$\pm$11,5.06$\pm$2.6,0.000651$\pm$0.00043,2,2,4,1,0,2,1,4,2,1
Waste collection and recycling to Landfill,9070$\pm$3200,11700$\pm$3700,18700$\pm$5300,4890$\pm$1600,839$\pm$290,3740$\pm$1300,12000$\pm$3900,60900$\pm$8500,20800$\pm$4900,5.73$\pm$1.6,8,10,10,8,6,8,10,10,10,8
Waste collection and recycling to Reuse,7970$\pm$3000,21100$\pm$8300,58200$\pm$19000,8230$\pm$4300,1750$\pm$1100,7540$\pm$3200,28000$\pm$8500,133000$\pm$23000,29100$\pm$8800,9.98$\pm$4.5,8,10,10,8,8,8,10,10,10,8
Waste collection and recycling to End-of-life,68600$\pm$19000,98800$\pm$25000,150000$\pm$32000,35300$\pm$9100,40200$\pm$15000,93000$\pm$28000,85600$\pm$23000,572000$\pm$60000,167000$\pm$31000,75.5$\pm$17,10,10,10,10,10,10,10,10,10,10
Storm water and wastewater to Waste collection and recycling,0.77$\pm$0.81,64.2$\pm$53,67.6$\pm$57,0.241$\pm$0.26,0.0582$\pm$0.066,0.0911$\pm$0.1,62$\pm$55,195$\pm$100,64.9$\pm$53,0.000299$\pm$0.00027,1,4,4,1,1,1,4,6,4,1
Storm water and wastewater to Compost,0.0537$\pm$0.074,5.35$\pm$5.8,5.57$\pm$5.8,0.0167$\pm$0.023,0.0041$\pm$0.006,0.0064$\pm$0.0098,5.16$\pm$5.6,16.2$\pm$10,5.4$\pm$5.8,0.0000208$\pm$0.000023,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Fresh water,3.76$\pm$3.3,5.14$\pm$3.7,6.25$\pm$4.7,1.17$\pm$0.99,0.283$\pm$0.27,0.443$\pm$0.43,11.2$\pm$11,28.2$\pm$13,8.9$\pm$5,0.00145$\pm$0.001,2,2,2,2,1,1,4,4,2,2
Storm water and wastewater to Landfill,0.000581$\pm$0.00081,0.0579$\pm$0.063,0.0603$\pm$0.063,0.000181$\pm$0.00024,0.0000445$\pm$0.000066,0.0000689$\pm$0.0001,0.056$\pm$0.062,0.175$\pm$0.11,0.0584$\pm$0.063,0.000000226$\pm$0.00000025,1,1,1,1,1,1,1,1,1,1
Storm water and wastewater to Sludge amended soil,0.382$\pm$0.51,37.8$\pm$39,39.2$\pm$39,0.118$\pm$0.15,0.0291$\pm$0.041,0.0454$\pm$0.066,36.6$\pm$38,114$\pm$71,38.2$\pm$39,0.000147$\pm$0.00016,1,4,4,1,1,1,4,6,4,1
Storm water and wastewater (MP) to Compost (MP),2.38$\pm$1.2,7.07$\pm$3.3,30.5$\pm$14,1.28$\pm$0.6,0.0189$\pm$0.0094,8.82$\pm$4.2,15.8$\pm$6.8,65.9$\pm$17,9.45$\pm$3.5,0.00129$\pm$0.0006,2,2,4,2,1,2,4,4,2,2
Storm water and wastewater (MP) to Soil (MP),3.02$\pm$2.1,10.2$\pm$5.8,39.8$\pm$24,2.2$\pm$1.2,0.0688$\pm$0.037,10.8$\pm$7.3,20.2$\pm$12,86.3$\pm$29,13.2$\pm$6.1,0.00226$\pm$0.0012,2,4,4,2,1,4,4,4,4,2
Storm water and wastewater (MP) to Fresh water (MP),0.97$\pm$0.79,3.4$\pm$2.3,12.7$\pm$9.9,0.794$\pm$0.5,0.0286$\pm$0.016,6.73$\pm$3.7,6.43$\pm$4.9,31.1$\pm$12,4.37$\pm$2.4,0.000822$\pm$0.0005,1,2,4,1,1,2,2,4,2,1
Storm water and wastewater (MP) to Coastal and ocean water (MP),0.215$\pm$0.57,0.618$\pm$1.6,2.65$\pm$7,0.113$\pm$0.29,0.0017$\pm$0.0048,0.8$\pm$2,1.35$\pm$3.4,5.74$\pm$8.2,0.833$\pm$1.7,0.000114$\pm$0.00029,1,1,2,1,1,1,2,2,1,1
Storm water and wastewater (MP) to Landfill,0.0257$\pm$0.014,0.0762$\pm$0.037,0.33$\pm$0.15,0.0137$\pm$0.0066,0.000204$\pm$0.0001,0.0958$\pm$0.047,0.171$\pm$0.075,0.712$\pm$0.18,0.102$\pm$0.039,0.0000139$\pm$0.0000066,1,1,1,1,1,1,1,1,1,1
Storm water and wastewater (MP) to Sludge amended soil (MP),16.9$\pm$7.7,49.9$\pm$20,216$\pm$82,9.01$\pm$3.6,0.134$\pm$0.058,62.7$\pm$25,112$\pm$39,466$\pm$97,66.8$\pm$21,0.00915$\pm$0.0036,4,4,6,2,1,4,6,6,4,2
On-the-go consumption to Waste collection and recycling,1260$\pm$770,2360$\pm$1300,4670$\pm$2600,707$\pm$410,0$\pm$0,557$\pm$300,12600$\pm$7500,22100$\pm$8100,3620$\pm$1500,0.707$\pm$0.41,8,8,8,6,0,6,10,10,8,6
