Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Agriculture to Waste collection and recycling,114000$\pm$37000,11500$\pm$3300,51400$\pm$16000,215$\pm$91,0$\pm$0,2070$\pm$850,4730$\pm$2000,183000$\pm$41000,125000$\pm$37000,0.215$\pm$0.091,10,10,10,6,0,8,8,10,10,6
Agriculture to Dumping,64.6$\pm$32,6.31$\pm$2.7,28.8$\pm$13,0.117$\pm$0.075,0$\pm$0,1.15$\pm$0.57,2.66$\pm$1.7,104$\pm$35,70.9$\pm$32,0.000117$\pm$0.000075,4,2,4,1,0,2,2,6,4,1
Agriculture to Organic waste collection,6360$\pm$2500,321$\pm$130,2870$\pm$1000,2.4$\pm$1.2,0$\pm$0,46.8$\pm$21,269$\pm$130,9860$\pm$2700,6680$\pm$2500,0.0024$\pm$0.0012,8,6,8,2,0,4,6,8,8,2
Agriculture to Soil (MP),2220$\pm$1100,53.8$\pm$43,363$\pm$300,0.223$\pm$0.14,0$\pm$0,15.5$\pm$7.4,61.9$\pm$50,2710$\pm$1200,2270$\pm$1100,0.000223$\pm$0.00014,8,4,6,1,0,4,4,8,8,1
Agriculture to Soil,270$\pm$140,111$\pm$66,63.8$\pm$27,4.68$\pm$3.2,0$\pm$0,42.8$\pm$26,3.08$\pm$2.1,496$\pm$160,382$\pm$160,0.00468$\pm$0.0032,6,6,4,2,0,4,2,6,6,2
Hygiene products to Waste collection and recycling,0$\pm$0,2850$\pm$1900,3930$\pm$2500,0$\pm$0,0$\pm$0,0$\pm$0,6330$\pm$3800,13100$\pm$5400,2850$\pm$1900,0$\pm$0,0,8,8,0,0,0,8,10,8,0
Hygiene products to Storm water and wastewater,0$\pm$0,1600$\pm$1100,1710$\pm$1200,0$\pm$0,0$\pm$0,0$\pm$0,1610$\pm$1200,4920$\pm$2200,1600$\pm$1100,0$\pm$0,0,8,8,0,0,0,8,8,8,0
Hygiene products to Dumping,0$\pm$0,2.34$\pm$1.7,2.95$\pm$2.1,0$\pm$0,0$\pm$0,0$\pm$0,4.19$\pm$2.8,9.48$\pm$4.1,2.34$\pm$1.7,0$\pm$0,0,2,2,0,0,0,2,2,2,0
PCCP to Waste collection and recycling,0$\pm$0,2.61$\pm$2.1,0.0062$\pm$0.0049,0$\pm$0,0$\pm$0,0$\pm$0,0.0133$\pm$0.011,2.63$\pm$2.1,2.61$\pm$2.1,0$\pm$0,0,2,1,0,0,0,1,2,2,0
PCCP to Storm water and wastewater (MP),0$\pm$0,49.3$\pm$32,0.118$\pm$0.075,0$\pm$0,0$\pm$0,0$\pm$0,0.252$\pm$0.16,49.7$\pm$32,49.3$\pm$32,0$\pm$0,0,4,1,0,0,0,1,4,4,0
Clothing to Waste collection and recycling,0$\pm$0,2010$\pm$1200,40500$\pm$18000,0$\pm$0,0$\pm$0,0$\pm$0,212000$\pm$75000,255000$\pm$77000,2010$\pm$1200,0$\pm$0,0,8,10,0,0,0,10,10,8,0
Clothing to Storm water and wastewater (MP),0$\pm$0,15.6$\pm$9.7,315$\pm$150,0$\pm$0,0$\pm$0,0$\pm$0,1650$\pm$600,1980$\pm$630,15.6$\pm$9.7,0$\pm$0,0,4,6,0,0,0,8,8,4,0
Clothing to Dumping,0$\pm$0,1.06$\pm$0.86,21.3$\pm$13,0$\pm$0,0$\pm$0,0$\pm$0,112$\pm$58,134$\pm$60,1.06$\pm$0.86,0$\pm$0,0,2,4,0,0,0,6,6,2,0
Clothing to Indoor air (MP),0$\pm$0,5.76$\pm$6.3,116$\pm$110,0$\pm$0,0$\pm$0,0$\pm$0,608$\pm$520,730$\pm$610,5.76$\pm$6.3,0$\pm$0,0,2,6,0,0,0,6,6,2,0
Clothing to Air (MP),0$\pm$0,2.42$\pm$2.3,48.5$\pm$39,0$\pm$0,0$\pm$0,0$\pm$0,254$\pm$180,305$\pm$210,2.42$\pm$2.3,0$\pm$0,0,2,4,0,0,0,6,6,2,0
Household textiles to Waste collection and recycling,0$\pm$0,280$\pm$120,31600$\pm$10000,0$\pm$0,0$\pm$0,0$\pm$0,98000$\pm$29000,130000$\pm$31000,280$\pm$120,0$\pm$0,0,6,10,0,0,0,10,10,6,0
Household textiles to Storm water and wastewater (MP),0$\pm$0,0.174$\pm$0.076,19.7$\pm$6.8,0$\pm$0,0$\pm$0,0$\pm$0,61$\pm$19,80.8$\pm$21,0.174$\pm$0.076,0$\pm$0,0,1,4,0,0,0,4,4,1,0
Household textiles to Dumping,0$\pm$0,0.146$\pm$0.092,16.7$\pm$8.3,0$\pm$0,0$\pm$0,0$\pm$0,51.8$\pm$24,68.6$\pm$25,0.146$\pm$0.092,0$\pm$0,0,1,4,0,0,0,4,4,1,0
Household textiles to Indoor air (MP),0$\pm$0,0.495$\pm$0.46,56$\pm$50,0$\pm$0,0$\pm$0,0$\pm$0,174$\pm$150,230$\pm$190,0.495$\pm$0.46,0$\pm$0,0,1,4,0,0,0,6,6,1,0
Household textiles to Air (MP),0$\pm$0,0.0248$\pm$0.02,2.79$\pm$2.1,0$\pm$0,0$\pm$0,0$\pm$0,8.65$\pm$6.3,11.5$\pm$8,0.0248$\pm$0.02,0$\pm$0,0,1,2,0,0,0,2,4,1,0
Other products to Waste collection and recycling,208000$\pm$86000,208000$\pm$85000,620000$\pm$200000,261000$\pm$88000,16900$\pm$7000,283000$\pm$110000,67600$\pm$36000,1660000$\pm$280000,416000$\pm$120000,278$\pm$88,10,10,10,10,10,10,10,10,10,10
Other products to Storm water and wastewater (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,160$\pm$92,0$\pm$0,160$\pm$92,0$\pm$0,0$\pm$0,0,0,0,0,0,6,0,6,0,0
Other products to Dumping,110$\pm$63,110$\pm$60,312$\pm$150,143$\pm$64,8.96$\pm$4.8,151$\pm$72,29.9$\pm$21,866$\pm$200,220$\pm$87,0.152$\pm$0.064,6,6,6,6,2,6,4,6,6,6
Other products to Organic waste collection,213$\pm$110,514$\pm$260,581$\pm$290,407$\pm$200,88.8$\pm$44,370$\pm$190,17.9$\pm$8.9,2190$\pm$490,727$\pm$280,0.496$\pm$0.21,6,6,6,6,4,6,4,8,6,6
Other products to Soil (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,106$\pm$60,0$\pm$0,106$\pm$60,0$\pm$0,0$\pm$0,0,0,0,0,0,6,0,6,0,0
Other products to Soil,7.98$\pm$5,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,7.98$\pm$5,7.98$\pm$5,0$\pm$0,2,0,0,0,0,0,0,2,2,0
Other products to Indoor air (MP),19.7$\pm$12,47.3$\pm$29,53.6$\pm$33,37.7$\pm$23,8.22$\pm$5,87.4$\pm$48,2$\pm$1,256$\pm$71,67$\pm$32,0.046$\pm$0.024,4,4,4,4,2,4,2,6,4,4
Other products to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,107$\pm$70,0$\pm$0,107$\pm$70,0$\pm$0,0$\pm$0,0,0,0,0,0,6,0,6,0,0
Other products to Export,473$\pm$440,448$\pm$410,16400$\pm$15000,9520$\pm$8700,0$\pm$0,3830$\pm$3500,1.75$\pm$1.6,30700$\pm$17000,922$\pm$590,9.52$\pm$8.7,6,6,10,8,0,8,2,10,6,8
