Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Waste collection and recycling to Storm water and wastewater (MP),0.47$\pm$0.32,1.26$\pm$0.82,4.7$\pm$3.3,0.211$\pm$0.14,0.00247$\pm$0.0012,1.47$\pm$1.1,0.108$\pm$0.049,8.22$\pm$3.6,1.73$\pm$0.88,0.000213$\pm$0.00014,1,2,2,1,1,2,1,2,2,1
Waste collection and recycling to Litter,17$\pm$9.4,46.9$\pm$36,25.6$\pm$17,0$\pm$0,51.2$\pm$40,95.8$\pm$74,6.07$\pm$4.7,243$\pm$93,63.9$\pm$37,0.0512$\pm$0.04,4,4,4,0,4,4,2,6,4,4
Waste collection and recycling to Soil (MP),0.0478$\pm$0.03,0.109$\pm$0.068,0.345$\pm$0.26,0.0217$\pm$0.014,0.00787$\pm$0.0078,0.113$\pm$0.085,0.047$\pm$0.022,0.691$\pm$0.29,0.157$\pm$0.074,0.0000295$\pm$0.000016,1,1,1,1,1,1,1,1,1,1
Waste collection and recycling to Soil,0.418$\pm$0.2,0.469$\pm$0.24,0.759$\pm$0.36,0.212$\pm$0.11,0.0438$\pm$0.022,0.169$\pm$0.089,0.607$\pm$0.27,2.68$\pm$0.57,0.888$\pm$0.31,0.000256$\pm$0.00011,1,1,1,1,1,1,1,2,1,1
Waste collection and recycling to Air (MP),0.0277$\pm$0.025,0.0714$\pm$0.065,0.294$\pm$0.27,0.0129$\pm$0.011,0$\pm$0,0.0919$\pm$0.084,0.0000114$\pm$0.00001,0.498$\pm$0.29,0.0991$\pm$0.07,0.0000129$\pm$0.000011,1,1,1,1,0,1,1,1,1,1
Waste collection and recycling to Landfill,3710$\pm$1200,5520$\pm$1500,7550$\pm$2000,1950$\pm$570,365$\pm$120,1480$\pm$490,4890$\pm$1500,25500$\pm$3200,9230$\pm$1900,2.31$\pm$0.58,8,8,8,8,6,8,8,10,8,8
Waste collection and recycling to Reuse,372$\pm$150,556$\pm$220,975$\pm$340,128$\pm$69,95.3$\pm$67,348$\pm$170,965$\pm$280,3440$\pm$550,928$\pm$270,0.224$\pm$0.096,6,6,6,6,4,6,6,8,6,6
Waste collection and recycling to End-of-life,1070$\pm$520,980$\pm$610,1750$\pm$940,415$\pm$270,2080$\pm$850,4150$\pm$1600,999$\pm$640,11400$\pm$2300,2050$\pm$800,2.49$\pm$0.9,8,6,8,6,8,8,6,10,8,8
Storm water and wastewater to Waste collection and recycling,0$\pm$0,9.77$\pm$8.3,10.4$\pm$8.5,0$\pm$0,0$\pm$0,0$\pm$0,9.6$\pm$9.1,29.7$\pm$16,9.77$\pm$8.3,0$\pm$0,0,2,4,0,0,0,2,4,2,0
Storm water and wastewater to Compost,0$\pm$0,7.09$\pm$6.1,7.59$\pm$6.7,0$\pm$0,0$\pm$0,0$\pm$0,6.86$\pm$6.4,21.5$\pm$12,7.09$\pm$6.1,0$\pm$0,0,2,2,0,0,0,2,4,2,0
Storm water and wastewater to Fresh water,0.766$\pm$0.67,0.963$\pm$0.72,1.11$\pm$0.8,0.225$\pm$0.18,0.0632$\pm$0.06,0.0693$\pm$0.063,1.81$\pm$1.6,5.01$\pm$2.1,1.73$\pm$0.98,0.000289$\pm$0.00019,1,1,2,1,1,1,2,2,2,1
Storm water and wastewater to End-of-life,0$\pm$0,0.425$\pm$0.39,0.456$\pm$0.43,0$\pm$0,0$\pm$0,0$\pm$0,0.411$\pm$0.41,1.29$\pm$0.75,0.425$\pm$0.39,0$\pm$0,0,1,1,0,0,0,1,2,1,0
Storm water and wastewater to Sludge amended soil,0$\pm$0,1.47$\pm$1.3,1.58$\pm$1.5,0$\pm$0,0$\pm$0,0$\pm$0,1.42$\pm$1.4,4.47$\pm$2.6,1.47$\pm$1.3,0$\pm$0,0,2,2,0,0,0,2,2,2,0
Storm water and wastewater (MP) to Compost (MP),0.305$\pm$0.21,0.993$\pm$0.55,4.23$\pm$2.3,0.146$\pm$0.096,0.00418$\pm$0.0023,1.36$\pm$0.75,5.8$\pm$2.1,12.8$\pm$3.2,1.3$\pm$0.59,0.000151$\pm$0.000096,1,1,2,1,1,2,2,4,2,1
Storm water and wastewater (MP) to Soil (MP),0.0791$\pm$0.063,0.26$\pm$0.18,1.02$\pm$0.75,0.0363$\pm$0.029,0.00191$\pm$0.0011,0.319$\pm$0.24,1.37$\pm$0.83,3.08$\pm$1.2,0.339$\pm$0.19,0.0000382$\pm$0.000029,1,1,2,1,1,1,2,2,1,1
Storm water and wastewater (MP) to Fresh water (MP),0.0175$\pm$0.016,0.0591$\pm$0.049,0.197$\pm$0.18,0.00759$\pm$0.0073,0.000672$\pm$0.00042,0.319$\pm$0.18,0.26$\pm$0.23,0.861$\pm$0.35,0.0766$\pm$0.051,0.00000826$\pm$0.0000073,1,1,1,1,1,1,1,1,1,1
Storm water and wastewater (MP) to End-of-life,0.0182$\pm$0.014,0.0597$\pm$0.038,0.253$\pm$0.15,0.0088$\pm$0.0063,0.000249$\pm$0.00015,0.0814$\pm$0.05,0.347$\pm$0.16,0.768$\pm$0.23,0.0779$\pm$0.04,0.00000905$\pm$0.0000063,1,1,1,1,1,1,1,1,1,1
Storm water and wastewater (MP) to Sludge amended soil (MP),0.0632$\pm$0.047,0.207$\pm$0.13,0.873$\pm$0.52,0.0302$\pm$0.021,0.000867$\pm$0.00052,0.283$\pm$0.17,1.19$\pm$0.51,2.65$\pm$0.77,0.27$\pm$0.14,0.0000311$\pm$0.000021,1,1,1,1,1,1,2,2,1,1
On-the-go consumption to Waste collection and recycling,75.2$\pm$46,139$\pm$75,276$\pm$150,42.5$\pm$24,0$\pm$0,33.1$\pm$18,749$\pm$450,1310$\pm$480,215$\pm$89,0.0425$\pm$0.024,4,6,6,4,0,4,6,8,6,4
