Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Litter to Soil,180.34,401.26,340.53,34.46,337.05,646.17,383.7,2323.5,581.6,371.51,6,6,6,4,6,6,6,8,6,6
Litter to Fresh water,1.24,1.31,1.42,0.35,0.11,0.1,2.27,6.81,2.56,0.46,2,2,2,1,1,1,2,2,2,1
Litter to Coastal and ocean water,0.21,0.23,0.28,0.06,0.02,0.02,0.49,1.32,0.45,0.08,1,1,1,1,1,1,1,2,1,1
Dumping to Litter,60.36,68.03,114.85,34.94,5.1,24.96,88.11,396.34,128.38,40.04,4,4,6,4,2,4,4,6,6,4
Unintended C&D waste to Waste collection and recycling,115.14,3.96,0,0,634.79,340.03,0,1093.92,119.09,634.79,6,2,0,0,6,6,0,8,6,6
Unintended C&D waste to Soil,3.26,0.11,0,0,17.61,9.72,0,30.71,3.38,17.61,2,1,0,0,4,2,0,4,2,4
Unintended C&D waste to Fresh water,0,0,0,0,0.23,0,0,0.23,0,0.23,0,0,0,0,1,0,0,1,0,1
Unintended C&D waste to Coastal and ocean water,0,0,0,0,0.29,0,0,0.29,0,0.29,0,0,0,0,1,0,0,1,0,1
Indoor air to Waste collection and recycling,0.4,1.06,4.66,0.77,0.16,5.76,16.03,28.84,1.46,0.93,1,2,2,1,1,2,4,4,2,1
Indoor air to Storm water and wastewater (MP),0.07,0.19,0.83,0.14,0.03,1.03,2.86,5.14,0.26,0.17,1,1,1,1,1,2,2,2,1,1
Indoor air to Air (MP),0.32,0.83,3.67,0.6,0.13,4.54,12.79,22.89,1.15,0.73,1,1,2,1,1,2,4,4,2,1
Air to Soil (MP),0.31,0.88,5.57,0.59,1.83,8.57,22.6,40.35,1.19,2.41,1,1,2,1,2,2,4,4,2,2
Air to Fresh water (MP),0,0.01,0.09,0.01,0.03,0.13,0.35,0.63,0.02,0.04,1,1,1,1,1,1,1,1,1,1
Air to Coastal and ocean water (MP),0.01,0.02,0.11,0.01,0.04,0.17,0.46,0.82,0.02,0.05,1,1,1,1,1,1,1,1,1,1
Organic waste collection to Compost,0.28,0.17,0.38,0.04,0.01,0.04,0.15,1.07,0.45,0.05,1,1,1,1,1,1,1,2,1,1
Organic waste collection to Compost (MP),0.24,0.14,0.32,0.04,0.01,0.03,0.13,0.9,0.38,0.04,1,1,1,1,1,1,1,1,1,1
Organic waste collection to End-of-life,43.92,25.94,58.74,7,0.94,5.93,23.84,166.31,69.86,7.94,4,4,4,2,1,2,4,6,4,2
Compost to Soil,0.57,5.88,6.49,0.12,0.03,0.06,6.12,19.27,6.45,0.15,1,2,2,1,1,1,2,4,2,1
Compost (MP) to Soil (MP),0.29,0.5,2.02,0.06,0.01,0.64,6.48,10.01,0.8,0.07,1,1,2,1,1,1,2,4,1,1
Total to Soil (MP),95.07,12.45,42.44,1.68,2.76,18.08,44.83,217.3,107.51,4.44,4,4,4,2,2,4,4,6,6,2
Total to Fresh water (MP),0.16,0.5,1.3,0.04,0.04,1.33,2.93,6.29,0.66,0.07,1,1,2,1,1,2,2,2,1,1
Total to Soil,199.36,420.67,423.13,36.56,355.08,659.7,470.99,2565.49,620.03,391.64,6,6,6,4,6,6,6,8,6,6
Total to Fresh water,6.68,7.83,8.31,1.82,0.82,0.44,12.38,38.28,14.52,2.63,2,2,2,2,1,1,4,4,4,2
Total to Coastal and ocean water,0.97,0.98,0.41,0.06,0.3,0.02,0.49,3.24,1.95,0.37,1,1,1,1,1,1,1,2,2,1
Total to Coastal and ocean water (MP),0.13,0.18,0.34,0.01,0.04,0.24,1.12,2.06,0.31,0.05,1,1,1,1,1,1,2,2,1,1
Total to Landfill,29512.38,44050.2,62133.32,16137.54,3116.81,12275.61,38471.39,205697.24,73562.58,19254.35,10,10,10,10,8,10,10,10,10,10
Total to Sludge amended soil,2.35,46.49,50.18,0.63,0.21,0.15,48.58,148.59,48.84,0.84,2,4,4,1,1,1,4,6,4,1
Total to Sludge amended soil (MP),0.45,2.98,13.8,0.2,0.04,5,51.61,74.08,3.43,0.23,1,2,4,1,1,2,4,4,2,1
External to Import,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
External to Production,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0
External to Pre-consumer processes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Non-consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Construction,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
External to Automotive,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Agriculture,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Hygiene products,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to PCCP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Clothing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Household textiles,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Other products,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Fishing gear,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
External to Waste collection and recycling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to On-the-go consumption,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Litter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Dumping,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Unintended C&D waste,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
External to Indoor air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Organic waste collection,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Total,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
