Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Fishing gear to Waste collection and recycling,229$\pm$34,230$\pm$34,103$\pm$15,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,562$\pm$51,459$\pm$48,0$\pm$0,6,6,6,0,0,0,0,6,6,0
Fishing gear to Fresh water (MP),0.00477$\pm$0.0017,0.0048$\pm$0.0018,0.00211$\pm$0.00078,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0117$\pm$0.0026,0.00956$\pm$0.0025,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,8.65$\pm$4.7,8.66$\pm$4.7,1.49$\pm$0.36,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,18.8$\pm$6.6,17.3$\pm$6.6,0$\pm$0,2,2,2,0,0,0,0,4,4,0
Fishing gear to Coastal and ocean water (MP),1.35$\pm$0.37,1.36$\pm$0.37,0.593$\pm$0.16,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,3.3$\pm$0.55,2.7$\pm$0.53,0$\pm$0,2,2,1,0,0,0,0,2,2,0
Waste collection and recycling to Storm water and wastewater (MP),1.61$\pm$0.96,4.3$\pm$2.5,16.3$\pm$10,0.726$\pm$0.44,0.00484$\pm$0.0024,5.07$\pm$3.2,0.215$\pm$0.097,28.2$\pm$11,5.91$\pm$2.7,0.000731$\pm$0.00044,2,2,4,1,1,2,1,4,2,1
Waste collection and recycling to Litter,62.4$\pm$35,172$\pm$130,93.2$\pm$60,0$\pm$0,186$\pm$140,344$\pm$260,21.4$\pm$17,880$\pm$330,235$\pm$140,0.186$\pm$0.14,4,6,4,0,6,6,4,6,6,6
Waste collection and recycling to Soil (MP),0.163$\pm$0.097,0.378$\pm$0.22,1.19$\pm$0.84,0.0737$\pm$0.045,0.0281$\pm$0.028,0.388$\pm$0.27,0.135$\pm$0.063,2.36$\pm$0.92,0.54$\pm$0.25,0.000102$\pm$0.000053,1,1,2,1,1,1,1,2,1,1
Waste collection and recycling to Soil,1.51$\pm$0.73,1.72$\pm$0.89,2.75$\pm$1.3,0.76$\pm$0.39,0.158$\pm$0.079,0.61$\pm$0.32,2$\pm$1,9.7$\pm$2.1,3.23$\pm$1.2,0.000918$\pm$0.0004,2,2,2,1,1,1,2,2,2,1
Waste collection and recycling to Air (MP),0.0974$\pm$0.079,0.253$\pm$0.21,1.02$\pm$0.84,0.045$\pm$0.035,0$\pm$0,0.32$\pm$0.26,0.0000395$\pm$0.000033,1.74$\pm$0.91,0.35$\pm$0.22,0.000045$\pm$0.000035,1,1,2,1,0,1,1,2,1,1
Waste collection and recycling to Landfill,13600$\pm$4400,20200$\pm$5600,26900$\pm$7200,6830$\pm$2100,1320$\pm$420,5250$\pm$1700,18000$\pm$5600,92000$\pm$12000,33800$\pm$7000,8.15$\pm$2.1,10,10,10,8,8,8,10,10,10,8
