Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Storm water and wastewater (MP) to End-of-life,0.215$\pm$0.083,2.46$\pm$1.1,11.6$\pm$4.7,0.164$\pm$0.089,0.0314$\pm$0.019,4.25$\pm$2.3,51.1$\pm$20,69.8$\pm$21,2.68$\pm$1.1,0.000196$\pm$0.000091,1,2,4,1,1,2,4,4,2,1
Storm water and wastewater (MP) to Sludge amended soil (MP),0.0589$\pm$0.025,0.678$\pm$0.32,3.18$\pm$1.4,0.0453$\pm$0.026,0.00855$\pm$0.0055,1.17$\pm$0.67,14$\pm$6,19.2$\pm$6.3,0.737$\pm$0.32,0.0000538$\pm$0.000026,1,1,2,1,1,2,4,4,1,1
On-the-go consumption to Waste collection and recycling,1140$\pm$700,2120$\pm$1100,4240$\pm$2400,651$\pm$370,0$\pm$0,518$\pm$280,11600$\pm$6900,20300$\pm$7400,3270$\pm$1300,0.651$\pm$0.37,8,8,8,6,0,6,10,10,8,6
On-the-go consumption to Litter,210$\pm$150,387$\pm$250,768$\pm$510,118$\pm$80,0$\pm$0,93.9$\pm$61,2120$\pm$1500,3690$\pm$1600,597$\pm$290,0.118$\pm$0.08,6,6,6,6,0,4,8,8,6,6
Litter to Waste collection and recycling,1490$\pm$940,1930$\pm$1100,1730$\pm$840,357$\pm$220,734$\pm$670,1270$\pm$1300,2280$\pm$1400,9790$\pm$2600,3420$\pm$1400,1.09$\pm$0.71,8,8,8,6,6,8,8,8,8,8
Litter to Storm water and wastewater,41.8$\pm$39,42.3$\pm$37,41.2$\pm$32,10.9$\pm$9.5,3.76$\pm$3.6,2.07$\pm$1.9,60.9$\pm$55,203$\pm$83,84.1$\pm$54,0.0147$\pm$0.01,4,4,4,4,2,2,4,6,4,4
Litter to Soil,439$\pm$270,1050$\pm$820,760$\pm$460,63.1$\pm$38,919$\pm$850,1770$\pm$1600,757$\pm$570,5760$\pm$2100,1490$\pm$860,0.982$\pm$0.85,6,8,6,4,6,8,6,8,8,6
Litter to Fresh water,0.262$\pm$0.24,0.272$\pm$0.23,0.275$\pm$0.2,0.071$\pm$0.059,0.0236$\pm$0.022,0.016$\pm$0.012,0.411$\pm$0.35,1.33$\pm$0.53,0.534$\pm$0.33,0.0000946$\pm$0.000063,1,1,1,1,1,1,1,2,1,1
Litter to Coastal and ocean water,4.23$\pm$3.7,4.43$\pm$3.7,4.75$\pm$3.3,1.18$\pm$0.96,0.371$\pm$0.35,0.306$\pm$0.22,7.58$\pm$5.9,22.9$\pm$8.7,8.66$\pm$5.3,0.00155$\pm$0.001,2,2,2,2,1,1,2,4,2,2
Dumping to Litter,78.8$\pm$30,88.8$\pm$36,150$\pm$49,45.7$\pm$16,6.62$\pm$2.9,32.5$\pm$13,115$\pm$43,517$\pm$83,168$\pm$46,0.0523$\pm$0.016,4,4,6,4,2,4,6,6,6,4
Unintended C&D waste to Waste collection and recycling,281$\pm$220,9.61$\pm$7.5,0$\pm$0,0$\pm$0,1540$\pm$1200,827$\pm$570,0$\pm$0,2660$\pm$1300,291$\pm$220,1.54$\pm$1.2,6,2,0,0,8,6,0,8,6,8
Unintended C&D waste to Soil,10.9$\pm$11,0.369$\pm$0.35,0$\pm$0,0$\pm$0,38.3$\pm$33,32$\pm$28,0$\pm$0,81.6$\pm$45,11.3$\pm$11,0.0383$\pm$0.033,4,1,0,0,4,4,0,4,4,4
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.744$\pm$0.71,0$\pm$0,0$\pm$0,0.744$\pm$0.71,0$\pm$0,0.000744$\pm$0.00071,0,0,0,0,1,0,0,1,0,1
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,20.3$\pm$19,0$\pm$0,0$\pm$0,20.3$\pm$19,0$\pm$0,0.0203$\pm$0.019,0,0,0,0,4,0,0,4,0,4
Indoor air to Waste collection and recycling,0.737$\pm$0.58,1.94$\pm$1.5,8.39$\pm$6.2,1.41$\pm$1.1,0.298$\pm$0.23,10.5$\pm$6.8,29.4$\pm$26,52.7$\pm$30,2.68$\pm$1.6,0.00171$\pm$0.0011,1,2,2,2,1,4,4,4,2,2
Indoor air to Storm water and wastewater (MP),0.131$\pm$0.11,0.346$\pm$0.29,1.5$\pm$1.3,0.251$\pm$0.22,0.053$\pm$0.045,1.88$\pm$1.3,5.21$\pm$5,9.36$\pm$5.7,0.477$\pm$0.31,0.000304$\pm$0.00022,1,1,2,1,1,2,2,2,1,1
Indoor air to Air (MP),0.576$\pm$0.55,1.51$\pm$1.4,6.63$\pm$6,1$\pm$1,0.238$\pm$0.23,8.23$\pm$6.9,22.9$\pm$24,41.2$\pm$27,2.08$\pm$1.5,0.00132$\pm$0.0011,1,2,2,2,1,2,4,4,2,2
Air to Soil (MP),0.364$\pm$0.37,1.05$\pm$0.95,6.6$\pm$5.3,0.692$\pm$0.7,2.19$\pm$1.1,10.1$\pm$6.3,26.9$\pm$23,47.9$\pm$26,1$\pm$1,0.00288$\pm$0.0013,1,2,2,1,2,4,4,4,2,2
Air to Fresh water (MP),0.00769$\pm$0.0095,0.0221$\pm$0.025,0.139$\pm$0.14,0.0145$\pm$0.018,0.0463$\pm$0.036,0.213$\pm$0.19,0.578$\pm$0.64,1.02$\pm$0.71,0.0298$\pm$0.027,0.0000609$\pm$0.00004,1,1,1,1,1,1,1,2,1,1
Air to Coastal and ocean water (MP),0.204$\pm$0.23,0.575$\pm$0.59,3.64$\pm$3.3,0.384$\pm$0.43,1.19$\pm$0.77,5.58$\pm$4.2,14.8$\pm$14,26.3$\pm$16,0.779$\pm$0.63,0.00157$\pm$0.00087,1,1,2,1,2,2,4,4,1,2
Organic waste collection to Compost,0.41$\pm$0.28,0.241$\pm$0.17,0.542$\pm$0.39,0.0656$\pm$0.046,0.00875$\pm$0.0061,0.0556$\pm$0.039,0.223$\pm$0.16,1.55$\pm$0.54,0.651$\pm$0.33,0.0000744$\pm$0.000047,1,1,1,1,1,1,1,2,1,1
Organic waste collection to Compost (MP),0.349$\pm$0.25,0.204$\pm$0.16,0.466$\pm$0.35,0.0551$\pm$0.041,0.00736$\pm$0.0054,0.0468$\pm$0.034,0.187$\pm$0.15,1.31$\pm$0.48,0.553$\pm$0.29,0.0000625$\pm$0.000041,1,1,1,1,1,1,1,2,1,1
Organic waste collection to End-of-life,63.8$\pm$23,37.6$\pm$16,84.9$\pm$35,10.2$\pm$4.1,1.36$\pm$0.54,8.63$\pm$3.3,34.7$\pm$15,241$\pm$48,101$\pm$28,0.0116$\pm$0.0042,4,4,4,4,2,2,4,6,6,4
Compost to Soil,0.41$\pm$0.28,0.241$\pm$0.17,0.542$\pm$0.39,0.0656$\pm$0.046,0.00875$\pm$0.0061,0.0556$\pm$0.039,0.223$\pm$0.16,1.55$\pm$0.54,0.651$\pm$0.33,0.0000744$\pm$0.000047,1,1,1,1,1,1,1,2,1,1
Compost (MP) to Soil (MP),0.349$\pm$0.25,0.204$\pm$0.16,0.466$\pm$0.35,0.0551$\pm$0.041,0.00736$\pm$0.0054,0.0468$\pm$0.034,0.187$\pm$0.15,1.31$\pm$0.48,0.553$\pm$0.29,0.0000625$\pm$0.000041,1,1,1,1,1,1,1,2,1,1
Total to Soil (MP),168$\pm$82,11$\pm$5.2,48.6$\pm$25,2.57$\pm$1.6,3.89$\pm$1.8,25.3$\pm$10,54.2$\pm$28,314$\pm$92,180$\pm$82,0.00646$\pm$0.0025,6,4,4,2,2,4,4,6,6,2
