Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Air to Coastal and ocean water (MP),0.0939$\pm$0.075,0.254$\pm$0.19,1.25$\pm$0.92,0.0945$\pm$0.087,0.21$\pm$0.14,1.18$\pm$0.82,2.61$\pm$2.5,5.69$\pm$3,0.348$\pm$0.21,0.000305$\pm$0.00016,1,1,2,1,1,2,2,2,1,1
Organic waste collection to Compost,0.149$\pm$0.1,0.0881$\pm$0.063,0.197$\pm$0.14,0.0238$\pm$0.017,0.00321$\pm$0.0022,0.0202$\pm$0.014,0.0816$\pm$0.06,0.563$\pm$0.19,0.237$\pm$0.12,0.000027$\pm$0.000017,1,1,1,1,1,1,1,1,1,1
Organic waste collection to Compost (MP),0.126$\pm$0.09,0.0741$\pm$0.056,0.168$\pm$0.13,0.0198$\pm$0.015,0.00265$\pm$0.002,0.0169$\pm$0.012,0.0677$\pm$0.052,0.475$\pm$0.17,0.2$\pm$0.11,0.0000224$\pm$0.000015,1,1,1,1,1,1,1,1,1,1
Organic waste collection to End-of-life,23.1$\pm$8.3,13.7$\pm$5.7,30.8$\pm$13,3.68$\pm$1.5,0.493$\pm$0.19,3.13$\pm$1.2,12.6$\pm$5.4,87.5$\pm$17,36.8$\pm$10,0.00417$\pm$0.0015,4,4,4,2,1,2,4,4,4,2
Compost to Soil,0.23$\pm$0.15,3.78$\pm$3.5,4.16$\pm$3.6,0.0516$\pm$0.042,0.00897$\pm$0.0085,0.0327$\pm$0.023,3.98$\pm$3.8,12.2$\pm$6.7,4.01$\pm$3.5,0.0000605$\pm$0.000043,1,2,2,1,1,1,2,4,2,1
Compost (MP) to Soil (MP),0.918$\pm$0.48,2.86$\pm$1.3,9.57$\pm$5,0.386$\pm$0.21,0.212$\pm$0.15,3.22$\pm$1.6,6.94$\pm$2.8,24.1$\pm$6.1,3.78$\pm$1.4,0.000598$\pm$0.00026,1,2,2,1,1,2,2,4,2,1
Total to Soil (MP),33.7$\pm$16,29$\pm$9.9,26.4$\pm$10,1.35$\pm$0.49,10.7$\pm$4.3,10.2$\pm$3.6,17.6$\pm$6.9,129$\pm$23,62.7$\pm$18,0.0121$\pm$0.0043,4,4,4,2,4,4,4,6,4,4
Total to Fresh water (MP),0.141$\pm$0.067,0.587$\pm$0.2,1.22$\pm$0.73,0.0602$\pm$0.036,0.163$\pm$0.046,0.578$\pm$0.31,1.25$\pm$0.78,4$\pm$1.1,0.728$\pm$0.21,0.000223$\pm$0.000058,1,1,2,1,1,1,2,2,1,1
Total to Soil,26.3$\pm$11,43.2$\pm$21,62.7$\pm$26,9.23$\pm$4.5,17.2$\pm$15,37$\pm$29,81.9$\pm$50,278$\pm$70,69.5$\pm$24,0.0265$\pm$0.016,4,4,4,2,4,4,4,6,4,4
Total to Fresh water,0.0494$\pm$0.026,0.221$\pm$0.2,0.252$\pm$0.21,0.0115$\pm$0.0077,0.0574$\pm$0.052,0.00582$\pm$0.004,0.286$\pm$0.22,0.883$\pm$0.39,0.27$\pm$0.2,0.0000689$\pm$0.000053,1,1,1,1,1,1,1,1,1,1
Total to Coastal and ocean water,8.64$\pm$4.6,8.68$\pm$4.7,1.73$\pm$0.44,0.0563$\pm$0.05,0.259$\pm$0.24,0.0283$\pm$0.023,0.551$\pm$0.58,19.9$\pm$6.6,17.3$\pm$6.5,0.000315$\pm$0.00024,2,2,2,1,1,1,1,4,4,1
Total to Coastal and ocean water (MP),1.48$\pm$0.39,2.09$\pm$0.63,2.42$\pm$1.7,0.123$\pm$0.1,0.355$\pm$0.19,1.44$\pm$0.95,3.02$\pm$2.7,10.9$\pm$3.5,3.58$\pm$0.74,0.000478$\pm$0.00021,2,2,2,1,1,2,2,4,2,1
Total to Landfill,3990$\pm$1400,5580$\pm$1600,8010$\pm$2300,2000$\pm$670,475$\pm$150,1630$\pm$560,5370$\pm$1800,27000$\pm$3700,9560$\pm$2100,2.48$\pm$0.69,8,8,8,8,6,8,8,10,8,8
Total to Sludge amended soil,0.146$\pm$0.18,6.74$\pm$6.3,7.2$\pm$6.4,0.0503$\pm$0.063,0.0105$\pm$0.014,0.023$\pm$0.031,7.08$\pm$6.8,21.2$\pm$12,6.88$\pm$6.3,0.0000607$\pm$0.000065,1,2,2,1,1,1,2,4,2,1
Total to Sludge amended soil (MP),1.44$\pm$0.81,5.03$\pm$2.2,17.1$\pm$8.6,0.661$\pm$0.36,0.382$\pm$0.27,5.8$\pm$2.8,12.4$\pm$4.6,42.8$\pm$10,6.47$\pm$2.3,0.00104$\pm$0.00045,2,2,4,1,1,2,4,4,2,2
External to Import,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
External to Production,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
External to Pre-consumer processes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Non-consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Construction,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
External to Automotive,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Agriculture,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Hygiene products,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to PCCP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Clothing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Household textiles,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Other products,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Fishing gear,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
External to Waste collection and recycling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to On-the-go consumption,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Litter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Dumping,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Unintended C&D waste,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
External to Indoor air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Organic waste collection,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Total,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
