Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Unintended C&D waste to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indoor air to Waste collection and recycling,1.24$\pm$0.99,3.31$\pm$2.4,14.1$\pm$11,2.34$\pm$1.8,0.506$\pm$0.4,17.7$\pm$11,48.9$\pm$43,88.1$\pm$50,4.55$\pm$2.7,0.00284$\pm$0.0019,2,2,4,2,1,4,4,4,2,2
Indoor air to Storm water and wastewater (MP),0.219$\pm$0.19,0.59$\pm$0.48,2.49$\pm$2,0.414$\pm$0.35,0.09$\pm$0.079,3.16$\pm$2.3,8.66$\pm$8.2,15.6$\pm$9.4,0.809$\pm$0.52,0.000504$\pm$0.00036,1,1,2,1,1,2,2,4,1,1
Indoor air to Air (MP),0.961$\pm$0.92,2.67$\pm$2.4,11.2$\pm$11,1.84$\pm$1.7,0.399$\pm$0.38,14$\pm$12,38.3$\pm$41,69.4$\pm$47,3.63$\pm$2.6,0.00224$\pm$0.0018,1,2,4,2,1,4,4,4,2,2
Air to Soil (MP),2.44$\pm$1.4,6.74$\pm$3.8,32.8$\pm$18,2.47$\pm$1.8,5.55$\pm$2.5,31.2$\pm$15,67.9$\pm$53,149$\pm$63,9.18$\pm$4.1,0.00802$\pm$0.003,2,2,4,2,2,4,4,6,2,2
Air to Fresh water (MP),0.0953$\pm$0.086,0.26$\pm$0.23,1.27$\pm$1.1,0.0968$\pm$0.098,0.216$\pm$0.17,1.2$\pm$0.99,2.6$\pm$2.8,5.74$\pm$3.3,0.355$\pm$0.25,0.000312$\pm$0.0002,1,1,2,1,1,2,2,2,1,1
Air to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic waste collection to Compost,3.31$\pm$2.2,1.99$\pm$1.4,4.43$\pm$3.2,0.536$\pm$0.38,0.0719$\pm$0.05,0.45$\pm$0.31,1.8$\pm$1.3,12.6$\pm$4.3,5.3$\pm$2.6,0.000608$\pm$0.00038,2,2,2,1,1,1,2,4,2,1
Organic waste collection to Compost (MP),2.78$\pm$2,1.68$\pm$1.3,3.8$\pm$2.9,0.455$\pm$0.34,0.0597$\pm$0.044,0.377$\pm$0.28,1.51$\pm$1.2,10.7$\pm$3.9,4.45$\pm$2.3,0.000515$\pm$0.00035,2,2,2,1,1,1,2,4,2,1
Organic waste collection to End-of-life,515$\pm$190,310$\pm$130,694$\pm$290,83.4$\pm$34,11.1$\pm$4.4,69.7$\pm$27,281$\pm$120,1960$\pm$390,825$\pm$220,0.0945$\pm$0.034,6,6,6,4,4,4,6,8,6,4
Compost to Soil,5.54$\pm$3.9,74$\pm$63,81.1$\pm$66,1.19$\pm$0.98,0.253$\pm$0.26,0.642$\pm$0.43,74.7$\pm$65,237$\pm$120,79.5$\pm$63,0.00144$\pm$0.001,2,4,4,2,1,1,4,6,4,2
Compost (MP) to Soil (MP),18.6$\pm$9,48.2$\pm$23,192$\pm$94,7.98$\pm$4.1,0.444$\pm$0.23,62.3$\pm$29,135$\pm$49,465$\pm$110,66.8$\pm$25,0.00843$\pm$0.0041,4,4,6,2,1,4,6,6,4,2
Total to Soil (MP),315$\pm$140,125$\pm$38,386$\pm$140,22.1$\pm$7.1,13.1$\pm$3.9,175$\pm$51,255$\pm$97,1290$\pm$230,441$\pm$140,0.0352$\pm$0.0081,6,6,6,4,4,6,6,8,6,4
Total to Fresh water (MP),1.64$\pm$1.2,4.64$\pm$3.2,14.5$\pm$13,0.792$\pm$0.54,0.396$\pm$0.19,9.93$\pm$5.1,11$\pm$8.6,42.9$\pm$17,6.28$\pm$3.4,0.00119$\pm$0.00057,2,2,4,1,1,2,4,4,2,2
Total to Soil,350$\pm$180,763$\pm$480,838$\pm$380,79.1$\pm$45,513$\pm$470,969$\pm$870,1020$\pm$660,4540$\pm$1400,1110$\pm$520,0.592$\pm$0.48,6,6,6,4,6,6,8,8,8,6
Total to Fresh water,13.7$\pm$11,16.1$\pm$12,18.3$\pm$13,4.01$\pm$3.2,1.97$\pm$1.3,1.23$\pm$1.1,30.9$\pm$27,86.2$\pm$35,29.8$\pm$16,0.00599$\pm$0.0035,4,4,4,2,2,2,4,4,4,2
Total to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total to Landfill,81300$\pm$28000,122000$\pm$36000,170000$\pm$47000,42200$\pm$14000,8090$\pm$2800,34700$\pm$11000,112000$\pm$36000,571000$\pm$77000,204000$\pm$45000,50.3$\pm$14,10,10,10,10,8,10,10,10,10,10
Total to Sludge amended soil,0.635$\pm$0.88,20.4$\pm$19,21.8$\pm$19,0.185$\pm$0.25,0.0512$\pm$0.072,0.0547$\pm$0.076,20.8$\pm$19,63.9$\pm$35,21$\pm$19,0.000236$\pm$0.00026,1,4,4,1,1,1,4,4,4,1
Total to Sludge amended soil (MP),4.52$\pm$2.7,13.1$\pm$7.1,53.8$\pm$30,2.14$\pm$1.2,0.11$\pm$0.071,17.6$\pm$9.4,37.9$\pm$16,129$\pm$36,17.7$\pm$7.6,0.00225$\pm$0.0012,2,4,4,2,1,4,4,6,4,2
